1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
43.535;41.582;43.962;42.618;43.132;41.968;42.489;43.710;42.460;43.879;42.977;43.531;43.104;42.670;43.953
43.535;85.117;129.079;171.697;214.829;256.797;299.286;342.996;385.456;429.335;472.312;515.843;558.947;601.617;645.570
